股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.01,484000.0
2308,台達電,4.87,332000.0
2357,華碩,4.01,721000.0
2382,廣達,2.81,1129000.0
2383,台光電,2.68,93000.0
2360,致茂,2.45,161000.0
1477,聚陽,2.43,1763000.0
2317,鴻海,2.42,1310000.0
2385,群光,2.38,2740000.0
2618,長榮航,2.34,10383000.0
