股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.48,484000
2059,川湖科技,4.7,82000
2454,聯發科技,4.54,151000
2308,台達電,4.34,292000
2383,台光電,4.31,99000
7769,鴻勁精密,3.05,62000
2368,金像電,2.62,280000
6515,穎崴科技,2.55,36000
2618,長榮航,2.52,8019000
3653,健策,2.33,95000
2408,南亞科技,2.32,789000
6223,旺矽科技,2.22,42000
2345,智邦科技,2.02,103000
2360,致茂電子,1.98,122000
3711,日月光投資控股,1.77,362000
3081,聯亞,1.76,117000
3017,奇鋐科技,1.46,74000
6274,台燿,1.4,109000
3665,貿聯-KY,1.39,97000
4915,致伸科技,1.35,2846000
6121,新 普,1.32,433000
8299,群聯電子,1.32,80000
6669,緯穎科技服務,1.28,34000
5274,信驊科技,1.24,10000
2382,廣達電腦,1.2,443500
2393,億光電子工業,1.19,2419000
3592,瑞鼎科技,1.19,617000
5534,長虹建設,1.19,2069000
6670,復盛應用科技,1.16,624000
2727,王品餐飲,1.14,647000
2347,聯強,1.13,1668000
9938,台灣百和工業,1.12,3414000
9941,裕融企業,1.1,1866000
2204,中華,1.08,2641000
8112,至上電子,1.06,1591000
8210,勤誠興業,1.05,112000
6805,富世達,1.04,89000
2357,華碩,0.99,204000
9907,統一實,0.96,8575000
1319,東陽,0.94,1704000
3293,鈊象電子,0.94,164000
3045,台灣大哥,0.93,1117000
2886,兆豐金,0.92,2819000
4904,遠傳電信,0.92,1226000
5904,寶雅國際,0.91,177000
2892,第一金融控股,0.91,3940000
2317,鴻海精密工業,0.9,522000
4746,台耀化學,0.89,2276000
2451,創見,0.86,457000
3702,大聯大,0.85,1079000
3090,日電貿,0.83,363000
6138,茂達電子,0.79,275000
6768,志強國際企業,0.77,1471000
9939,宏全國際,0.77,886000
3227,原相,0.77,460000
2884,玉山金融控股,0.77,3184000
9945,潤泰創新國際,0.75,3964000
9802,鈺齊國際,0.69,1285000
3706,神達投資控股,0.55,848000
9958,世紀鋼鐵結構,0.54,626000
6782,視陽,0.46,308000
