股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2385,群光,2.32,2740000.0,0,0.0,0.0,2740000.0,加碼
7769,0,0.0,0.0,鴻勁,2.46,49000.0,-49000.0,減碼
