股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.32,1937000.0
5536,聖暉*,6.81,3602000.0
6669,緯穎,5.01,513000.0
2383,台光電,4.99,572000.0
2345,智邦,4.21,880000.0
3264,欣銓,4.12,9348000.0
2454,聯發科,3.74,573000.0
6223,旺矽,3.74,318000.0
2360,致茂,3.57,851000.0
3105,穩懋,3.56,4118000.0
