股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.52,1761000.0
3037,欣興,5.33,2902000.0
2383,台光電,5.08,536000.0
6669,緯穎,4.87,465000.0
2345,智邦,4.73,1012000.0
6223,旺矽,3.87,339000.0
8996,高力,3.74,1689000.0
3661,世芯-KY,3.64,393000.0
3443,創意,3.5,360000.0
3105,穩懋,3.45,3433000.0
