股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.66,506000.0
2308,台達電,4.24,347000.0
2357,華碩,3.08,773000.0
2383,台光電,2.92,100000.0
1477,聚陽,2.61,2041000.0
2618,長榮航,2.31,11135000.0
2360,致茂,2.28,172000.0
7769,鴻勁,2.26,50000.0
2382,廣達,2.23,1211000.0
2385,群光,2.2,2867000.0
