股票代號,股票名稱,權重(%),持有股數
2330,台積電,4.89,265000
2886,兆豐金,4.1,10357000
2059,川湖科技,4.06,44000
2383,台光電,4.06,99000
3711,日月光投資控股,3.48,712000
2892,第一金融控股,3.38,12465000
2308,台達電,3.34,237000
2454,聯發科技,3.29,107000
2880,華南金控,2.96,8658800
7769,鴻勁精密,2.49,51000
3653,健策,2.41,75000
2368,金像電,2.01,280000
3081,聯亞,1.98,100700
6515,穎崴科技,1.91,36000
2408,南亞科技,1.9,487000
2345,智邦科技,1.73,103000
2887,台新新光金,1.64,5894360
6223,旺矽科技,1.64,34000
6669,緯穎科技服務,1.59,34000
6805,富世達,1.57,115000
2885,元大金,1.55,2926000
2357,華碩,1.54,242000
3706,神達投資控股,1.52,2114000
3037,欣興,1.5,195000
9941,裕融企業,1.5,2270000
5274,信驊科技,1.41,11000
2360,致茂電子,1.39,88000
2395,研華,1.3,251000
3702,大聯大,1.26,1245000
5534,長虹建設,1.26,2069000
6274,台燿,1.23,109000
2441,超豐,1.22,1219000
2727,王品餐飲,1.21,647000
2890,永豐金融,1.21,4017780
3017,奇鋐科技,1.2,56000
2393,億光電子工業,1.17,2419000
6121,新 普,1.12,366000
3665,貿聯-KY,1.1,65000
5904,寶雅國際,1.09,1770000
2382,廣達電腦,1.08,443500
2451,創見,1.05,457000
5439,高技,1.05,560000
3293,鈊象電子,1.01,164000
9939,宏全國際,0.99,886000
4904,遠傳電信,0.97,1226000
3026,禾伸堂,0.97,213000
4746,台耀化學,0.96,2276000
8210,勤誠興業,0.93,112000
2884,玉山金融控股,0.93,3184000
6435,大中,0.88,437000
9945,潤泰創新國際,0.84,3964000
6138,茂達電子,0.82,368000
9958,世紀鋼鐵結構,0.8,886000
5434,崇越,0.79,198000
3227,原相,0.75,460000
4551,智伸科,0.54,398000
6782,視陽,0.46,277000
3090,日電貿,0.45,363000
2618,長榮航,0.32,956000
9938,台灣百和工業,0.31,942000
9802,鈺齊國際,0.1,178000
6768,志強國際企業,0.08,148000
