股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3105,0,0.0,0.0,穩懋,3.31,3433000.0,-3433000.0,減碼
8299,群聯,3.41,711000.0,0,0.0,0.0,711000.0,加碼
