股票代號,股票名稱,權重(%),持有股數
2330,台積電,7.45,484000
2308,台達電,4.75,332000
2357,華碩,3.66,721000
2383,台光電,3.06,93000
2618,長榮航,2.65,10383000
2382,廣達電腦,2.63,1129000
2408,南亞科技,2.47,906000
2360,致茂電子,2.4,161000
1319,東陽,2.29,3570000
2317,鴻海精密工業,2.26,1310000
7769,鴻勁精密,2.22,47000
2345,智邦科技,2.2,136000
1477,聚陽實業,2.11,1498000
2344,華邦電子,2.05,1622000
2385,群光,2.05,2740000
2368,金像電,1.98,229000
5274,信驊科技,1.86,16000
2059,川湖科技,1.84,43000
3017,奇鋐科技,1.81,119000
3592,瑞鼎科技,1.76,1015000
6121,新 普,1.72,638000
6669,緯穎科技服務,1.72,55000
8454,富邦媒體科技,1.68,816000
8210,勤誠興業,1.65,191000
3090,日電貿,1.62,920000
4915,致伸科技,1.61,3320000
6223,旺矽科技,1.61,39000
3665,貿聯-KY,1.58,116000
2393,億光電子工業,1.58,3477000
9910,豐泰,1.51,3009000
6515,穎崴科技,1.47,23000
3711,日月光投資控股,1.38,362000
6274,台燿,1.26,122000
8299,群聯電子,1.22,80000
6670,復盛應用科技,1.15,624000
3526,凡甲科技,1.14,557000
9941,裕融企業,1.12,2133000
5534,長虹建設,1.09,2069000
2727,王品餐飲,1.01,647000
2347,聯強,1.0,1668000
2454,聯發科技,0.99,34000
6805,富世達,0.99,89000
8112,至上電子,0.98,1591000
3653,健策,0.97,40000
9938,台灣百和工業,0.96,3414000
2204,中華,0.94,2641000
4904,遠傳電信,0.89,1226000
2548,華固建設,0.89,1336000
3045,台灣大哥,0.86,1117000
9907,統一實,0.83,7756000
6768,志強國際企業,0.82,1471000
2731,雄獅旅行社,0.77,784000
4746,台耀化學,0.73,2227000
3227,原相,0.64,460000
9802,鈺齊國際,0.64,1285000
4105,台灣東洋藥品工業,0.57,1204000
9939,宏全國際,0.55,647000
9958,世紀鋼鐵結構,0.46,626000
6146,耕興,0.37,294000
6782,視陽,0.3,243000
1215,台灣卜蜂企業,0.18,240000
