股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.93,484000.0
2308,台達電,5.06,340000.0
2357,華碩,3.42,739000.0
2383,台光電,2.96,95000.0
1477,聚陽,2.57,1951000.0
2360,致茂,2.53,165000.0
7769,鴻勁,2.46,49000.0
2382,廣達,2.39,1157000.0
2317,鴻海,2.36,1342000.0
2618,長榮航,2.33,10641000.0
