股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.33,1937000.0
5536,聖暉*,6.94,3872000.0
2345,智邦,3.97,831000.0
3264,欣銓,3.95,9348000.0
2454,聯發科,3.9,570000.0
3105,穩懋,3.84,4118000.0
2360,致茂,3.73,851000.0
6139,亞翔,3.72,2463000.0
3491,昇達科,3.5,980000.0
6223,旺矽,3.46,318000.0
