股票代號,股票名稱,權重(%),持有股數
2383,台光電,5.06,99000
2330,台積電,4.73,245000
2059,川湖科技,3.98,36000
2886,兆豐金,3.88,10357000
2454,聯發科技,3.49,107000
2892,第一金融控股,3.35,12465000
3711,日月光投資控股,3.3,668000
3653,健策,3.22,75000
7769,鴻勁精密,2.77,51000
2880,華南金控,2.76,8745388
2308,台達電,2.5,165000
2408,南亞科技,2.05,487000
2345,智邦科技,1.9,103000
3081,聯亞,1.9,84700
2357,華碩,1.83,242000
6669,緯穎科技服務,1.81,34000
6805,富世達,1.78,115000
2368,金像電,1.78,219000
2887,台新新光金,1.76,5894360
2885,元大金,1.61,2926000
6223,旺矽科技,1.59,34000
3706,神達投資控股,1.57,2114000
9941,裕融企業,1.53,2270000
6515,穎崴科技,1.49,28000
3037,欣興,1.47,163000
3017,奇鋐科技,1.42,56000
2395,研華,1.36,251000
2360,致茂電子,1.33,70000
5534,長虹建設,1.32,2069000
2890,永豐金融,1.28,4017780
2393,億光電子工業,1.23,2419000
5274,信驊科技,1.23,9000
2727,王品餐飲,1.21,647000
6121,新 普,1.2,366000
2382,廣達電腦,1.19,443500
3026,禾伸堂,1.18,213000
2441,超豐,1.17,1219000
3665,貿聯-KY,1.12,65000
3702,大聯大,1.11,1245000
5439,高技,1.11,560000
5904,寶雅國際,1.09,1770000
2451,創見,1.07,457000
4904,遠傳電信,0.99,1226000
6274,台燿,0.97,75000
2884,玉山金融控股,0.97,3184000
3293,鈊象電子,0.96,164000
4746,台耀化學,0.96,2276000
9945,潤泰創新國際,0.96,3964000
9939,宏全國際,0.94,886000
8210,勤誠興業,0.91,112000
6435,大中,0.9,437000
6138,茂達電子,0.86,368000
5434,崇越,0.82,198000
9958,世紀鋼鐵結構,0.73,886000
3227,原相,0.73,460000
4551,智伸科,0.55,398000
3090,日電貿,0.48,363000
2618,長榮航,0.32,956000
