股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2308,台達電,3.58,766000.0,0,0.0,0.0,766000.0,加碼
6139,0,0.0,0.0,亞翔,3.88,2533000.0,-2533000.0,減碼
