股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.44,1761000.0
2383,台光電,4.92,537000.0
6669,緯穎,4.69,465000.0
3661,世芯-KY,3.99,393000.0
3443,創意,3.9,360000.0
3037,欣興,3.74,2302000.0
3665,貿聯-KY,3.66,667000.0
8299,群聯,3.59,711000.0
2345,智邦,3.5,716000.0
3105,穩懋,3.41,3433000.0
