股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,0,0.0,0.0,川湖,3.45,358000.0,-358000.0,減碼
3105,穩懋,3.45,3433000.0,0,0.0,0.0,3433000.0,加碼
