股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.9742,1406000
2383,台光電,6.9506,563000
3017,奇鋐科技,6.2834,1002000
2345,智邦科技,6.1678,1080000
2059,川湖科技,6.1108,293000
3665,貿聯-KY,5.9218,955000
6223,旺矽科技,4.7137,326000
3008,大立光,4.5855,420000
3037,欣興,4.485,2097000
8996,高力熱處理工業,4.1342,1630000
2454,聯發科技,3.7678,406000
6187,萬潤,3.2855,1220000
6584,南俊國際,3.0104,2231000
3231,緯創資通,2.6946,5662000
3711,日月光投資控股,2.5264,1629000
8021,尖點,2.461,2501000
2455,全新,2.3313,2753000
2303,聯電,2.2241,7000000
3443,創意,2.1619,211000
2327,國巨*,1.9654,1247000
3661,世芯-KY,1.8748,215000
8299,群聯電子,1.6906,366000
3026,禾伸堂,1.341,909000
6669,緯穎科技服務,1.1457,77000
6488,環球晶,1.0577,394000
7751,竑騰,1.0283,310000
3189,景碩科技,0.7871,440013
6515,穎崴科技,0.6978,42000
6139,亞翔,0.4927,250000
7734,印能科技,0.4867,56000
3363,上詮,0.4526,300000
2337,旺宏,0.4248,1343000
6805,富世達,0.4088,109000
3260,威剛科技,0.3698,358000
5289,宜鼎國際,0.3292,98000
3583,辛耘,0.2827,147000
3264,欣銓科技,0.0373,72000
3491,昇達科,0.003,1000
