股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.28,1937000.0
5536,聖暉*,6.86,3804000.0
2454,聯發科,6.83,873000.0
3264,欣銓,4.06,9176000.0
6139,亞翔,4.0,2813000.0
3491,昇達科,3.92,980000.0
3105,穩懋,3.87,4039000.0
2360,致茂,3.82,835000.0
2345,智邦,3.6,816000.0
6223,旺矽,3.38,312000.0
