股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2308,0,0.0,0.0,台達電,3.48,766000.0,-766000.0,減碼
2330,台積電,8.17,1778000.0,台積電,8.06,1728000.0,50000.0,加碼
2345,智邦,4.42,816000.0,智邦,4.16,797000.0,19000.0,加碼
2360,致茂,3.74,818000.0,致茂,4.03,799000.0,19000.0,加碼
2383,台光電,5.22,524000.0,台光電,5.17,510000.0,14000.0,加碼
3264,欣銓,4.01,8649000.0,欣銓,3.99,8430000.0,219000.0,加碼
5536,聖暉*,7.36,3602000.0,聖暉*,6.41,3502000.0,100000.0,加碼
6223,旺矽,4.05,318000.0,0,0.0,0.0,318000.0,加碼
