股票代號,股票名稱,權重(%),持有股數
2330,台積電,7.7117,1406000
2059,川湖科技,6.8632,293000
3017,奇鋐科技,6.832,1002000
3665,貿聯-KY,6.3814,1161000
2345,智邦科技,6.0364,1080000
2383,台光電,5.7333,466000
3037,欣興,5.6346,2497000
3008,大立光,5.5776,520000
6223,旺矽科技,4.7631,326000
8996,高力熱處理工業,4.2906,1630000
2454,聯發科技,3.691,406000
3231,緯創資通,3.3673,7662000
6584,南俊國際,2.587,2231000
8021,尖點,2.4216,2501000
2455,全新,2.3751,2753000
1303,南亞,2.2541,5445000
3711,日月光投資控股,2.2478,1629000
3443,創意,2.1922,211000
6187,萬潤,2.1827,801000
3661,世芯-KY,1.8249,215000
8299,群聯電子,1.7188,366000
3189,景碩科技,1.6617,840013
1815,富喬工業,1.2636,6277000
2308,台達電,1.1688,300000
6669,緯穎科技服務,1.1187,77000
4958,臻鼎-KY,1.1178,1000000
7751,竑騰,0.8797,270000
6515,穎崴科技,0.6599,42000
6139,亞翔,0.4847,250000
6805,富世達,0.4449,109000
7734,印能科技,0.4402,56000
2337,旺宏,0.4017,1343000
5289,宜鼎國際,0.3659,98000
3260,威剛科技,0.3495,358000
3583,辛耘,0.2512,147000
5347,世界先進,0.221,629000
3264,欣銓科技,0.0353,72000
