股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,8.655,260000
3017,奇鋐科技,7.2453,1001000
2330,台積電,7.2358,1306000
3037,欣興,6.6052,2482000
2383,台光電,6.2887,465000
3665,貿聯-KY,5.3403,1161000
2345,智邦科技,5.0634,1074000
3008,大立光,4.9496,343000
8996,高力熱處理工業,4.4687,1630000
6223,旺矽科技,3.0987,268000
6584,南俊國際,3.0914,2231000
3231,緯創資通,3.025,7245000
1815,富喬工業,2.9445,10877000
2455,全新,2.7031,2753000
1303,南亞,2.5858,5445000
8021,尖點,2.575,2682000
2308,台達電,2.5373,632000
2454,聯發科技,2.4074,266000
3443,創意,2.3045,164000
3661,世芯-KY,1.9532,215000
3189,景碩科技,1.7058,844013
6669,緯穎科技服務,1.1985,77000
4958,臻鼎-KY,1.0392,1000000
3711,日月光投資控股,0.9724,716000
8046,南電,0.8121,300000
6213,聯茂,0.4988,373000
3081,聯亞,0.4704,63000
2301,光寶科技,0.4641,659000
6139,亞翔,0.4588,250000
2357,華碩,0.4366,196000
3653,健策,0.4334,33000
2376,技嘉,0.4096,508000
8150,南茂科技,0.409,1957000
6187,萬潤,0.3996,134000
6274,台燿,0.3966,113000
5274,信驊科技,0.3959,11000
2404,漢唐,0.384,155000
3026,禾伸堂,0.3676,261000
2360,致茂電子,0.3452,76000
5289,宜鼎國際,0.3372,98000
5347,世界先進,0.2193,629000
