股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.6374,1706000
2383,台光電,6.4546,563000
3017,奇鋐科技,5.3015,1009000
2345,智邦科技,5.0014,977000
3665,貿聯-KY,4.6417,955000
6223,旺矽科技,4.4674,326000
2059,川湖科技,4.2195,293000
8996,高力熱處理工業,4.1813,1630000
3037,欣興,4.0297,2097000
2454,聯發科技,3.7319,406000
2327,國巨*,2.967,1566000
3443,創意,2.8727,311000
2368,金像電,2.86,945000
6515,穎崴科技,2.8451,145000
6187,萬潤,2.8276,1220000
6584,南俊國際,2.7673,2204000
6669,緯穎科技服務,2.5139,228000
3661,世芯-KY,2.3935,262000
8299,群聯電子,2.2029,445000
3105,穩懋,2.1116,1949000
3711,日月光投資控股,1.994,1629000
2455,全新,1.9823,2753000
3653,健策,1.7431,214000
2308,台達電,1.6719,344000
7769,鴻勁精密,1.4446,91000
8046,南電,1.3038,718000
3008,大立光,1.1715,125000
7751,竑騰,1.1138,375000
3583,辛耘,1.0074,566000
2360,致茂電子,0.9855,200000
8021,尖點,0.6425,501000
3189,景碩科技,0.6128,440013
3363,上詮,0.4914,300000
6805,富世達,0.4292,109000
2337,旺宏,0.423,1343000
6139,亞翔,0.4117,250000
7734,印能科技,0.3881,56000
5289,宜鼎國際,0.377,98000
3260,威剛科技,0.3177,358000
3491,昇達科,0.0037,1000
