股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.85,308000
2059,川湖科技,4.47,69000
2383,台光電,3.98,99000
2454,聯發科技,3.95,129000
3711,日月光投資控股,3.65,712000
2308,台達電,3.52,237000
7769,鴻勁精密,3.16,62000
3653,健策,2.78,95000
2368,金像電,2.08,280000
6223,旺矽科技,2.07,42000
2408,南亞科技,1.97,587000
2345,智邦科技,1.89,103000
6515,穎崴科技,1.88,36000
3081,聯亞,1.86,128700
2887,台新新光金,1.61,5894360
2360,致茂電子,1.5,88000
2357,華碩,1.47,242000
6669,緯穎科技服務,1.47,34000
2885,元大金,1.46,2926000
2886,兆豐金,1.39,3649000
3037,欣興,1.38,195000
5274,信驊科技,1.35,11000
5534,長虹建設,1.3,2069000
2393,億光電子工業,1.28,2419000
9938,台灣百和工業,1.26,3414000
9941,裕融企業,1.21,1866000
2890,永豐金融,1.21,4017780
2395,研華,1.19,251000
2382,廣達電腦,1.18,443500
3026,禾伸堂,1.17,213000
3665,貿聯-KY,1.17,65000
6274,台燿,1.15,109000
2727,王品餐飲,1.13,647000
5439,高技,1.1,560000
6121,新 普,1.1,366000
2204,中華,1.08,2641000
3017,奇鋐科技,1.08,56000
2892,第一金融控股,1.06,3940000
8210,勤誠興業,1.04,112000
3702,大聯大,1.03,1079000
6805,富世達,1.02,89000
6435,大中,1.01,437000
3706,神達投資控股,1.01,1387000
2880,華南金控,0.99,3050800
4904,遠傳電信,0.99,1226000
6138,茂達電子,0.94,368000
4746,台耀化學,0.93,2276000
3293,鈊象電子,0.92,164000
9939,宏全國際,0.91,886000
2884,玉山金融控股,0.9,3184000
5904,寶雅國際,0.89,177000
2451,創見,0.88,457000
5434,崇越,0.87,198000
9945,潤泰創新國際,0.82,3964000
2441,超豐,0.8,799000
9958,世紀鋼鐵結構,0.77,886000
3227,原相,0.73,460000
9802,鈺齊國際,0.6,1040000
4551,智伸科,0.59,398000
6670,復盛應用科技,0.49,234000
3090,日電貿,0.49,363000
6768,志強國際企業,0.46,820000
6782,視陽,0.45,308000
9907,統一實,0.33,2776000
2618,長榮航,0.31,956000
4915,致伸科技,0.13,252000
3592,瑞鼎科技,0.12,62000
