股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.39,408000.0
2308,台達電,4.61,258000.0
2383,台光電,3.31,85000.0
2357,華碩,2.78,554000.0
2317,鴻海,2.68,1346000.0
7769,鴻勁,2.61,57000.0
1477,聚陽,2.58,1494000.0
2345,智邦,2.53,126000.0
2382,廣達,2.39,886000.0
2368,金像電,2.33,205000.0
