股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.65,484000
2454,聯發科技,4.67,151000
2059,川湖科技,4.48,82000
2308,台達電,4.14,292000
2383,台光電,3.91,99000
7769,鴻勁精密,3.08,62000
2618,長榮航,2.51,8019000
2368,金像電,2.44,280000
2408,南亞科技,2.37,789000
3653,健策,2.3,95000
6515,穎崴科技,2.28,36000
3017,奇鋐科技,2.22,119000
6223,旺矽科技,2.01,42000
2360,致茂電子,1.98,122000
2345,智邦科技,1.95,103000
3711,日月光投資控股,1.82,362000
3081,聯亞,1.65,117000
2317,鴻海精密工業,1.52,860000
3090,日電貿,1.39,618000
3665,貿聯-KY,1.39,97000
4915,致伸科技,1.35,2846000
6274,台燿,1.31,109000
8299,群聯電子,1.3,80000
6121,新 普,1.26,433000
3592,瑞鼎科技,1.24,617000
5274,信驊科技,1.22,10000
6669,緯穎科技服務,1.22,34000
2393,億光電子工業,1.2,2419000
2382,廣達電腦,1.18,443500
5534,長虹建設,1.17,2069000
2727,王品餐飲,1.14,647000
6670,復盛應用科技,1.12,624000
9938,台灣百和工業,1.11,3414000
2347,聯強,1.11,1668000
9941,裕融企業,1.08,1866000
6805,富世達,1.08,89000
2204,中華,1.06,2641000
8210,勤誠興業,1.03,112000
8112,至上電子,1.02,1591000
2357,華碩,0.96,204000
3293,鈊象電子,0.96,164000
3045,台灣大哥,0.94,1117000
9907,統一實,0.94,8575000
2886,兆豐金,0.93,2819000
2892,第一金融控股,0.93,3940000
1319,東陽,0.92,1704000
4904,遠傳電信,0.91,1226000
4746,台耀化學,0.87,2276000
5904,寶雅國際,0.86,177000
3702,大聯大,0.85,1079000
2451,創見,0.82,457000
9939,宏全國際,0.81,886000
6768,志強國際企業,0.77,1471000
3227,原相,0.76,460000
2884,玉山金融控股,0.75,3184000
6138,茂達電子,0.75,275000
9945,潤泰創新國際,0.75,3964000
9802,鈺齊國際,0.66,1285000
3706,神達投資控股,0.55,848000
9958,世紀鋼鐵結構,0.52,626000
6782,視陽,0.43,308000
