股票代號,股票名稱,權重(%),持有股數
2330,台積電,4.52,221000
2383,台光電,4.29,89000
2886,兆豐金,3.72,9327000
2059,川湖科技,3.64,32000
3653,健策,3.39,74000
3711,日月光投資控股,3.27,656000
2892,第一金融控股,3.21,11226000
2454,聯發科技,3.09,96000
7769,鴻勁精密,2.72,50000
2880,華南金控,2.65,7875388
2308,台達電,2.41,162000
2408,南亞科技,2.15,479000
3081,聯亞,2.1,84700
2357,華碩,1.86,238000
6669,緯穎科技服務,1.81,34000
2368,金像電,1.8,219000
2345,智邦科技,1.75,101000
6805,富世達,1.72,115000
2887,台新新光金,1.71,5402360
2885,元大金,1.65,3043040
9941,裕融企業,1.65,2270000
3706,神達投資控股,1.62,2114000
6223,旺矽科技,1.58,34000
6515,穎崴科技,1.52,28000
3037,欣興,1.5,163000
5534,長虹建設,1.41,2069000
2395,研華,1.38,251000
3017,奇鋐科技,1.36,56000
2890,永豐金融,1.35,4017780
2393,億光電子工業,1.33,2419000
2727,王品餐飲,1.31,647000
3665,貿聯-KY,1.26,65000
2360,致茂電子,1.25,70000
2382,廣達電腦,1.21,443500
2451,創見,1.21,457000
6121,新 普,1.21,366000
5274,信驊科技,1.17,9000
3702,大聯大,1.17,1245000
3026,禾伸堂,1.16,213000
2441,超豐,1.16,1219000
5439,高技,1.14,560000
5904,寶雅國際,1.12,1770000
4904,遠傳電信,1.07,1226000
4746,台耀化學,1.04,2276000
2884,玉山金融控股,1.03,3184000
3293,鈊象電子,1.02,164000
9939,宏全國際,1.01,886000
9945,潤泰創新國際,0.99,3964000
6274,台燿,0.95,75000
6435,大中,0.93,437000
8210,勤誠興業,0.9,112000
6138,茂達電子,0.88,368000
5434,崇越,0.86,198000
9958,世紀鋼鐵結構,0.77,886000
3227,原相,0.76,460000
4551,智伸科,0.53,398000
3090,日電貿,0.51,363000
2618,長榮航,0.35,956000
