股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2327,國巨*,3.84,18313000.0,0,0.0,0.0,18313000.0,加碼
3665,0,0.0,0.0,貿聯-KY,3.75,4703848.0,-4703848.0,減碼
