股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.78,496000.0
2308,台達電,4.28,347000.0
2357,華碩,2.94,758000.0
2383,台光電,2.77,100000.0
1477,聚陽,2.66,2041000.0
2618,長榮航,2.27,10917000.0
2360,致茂,2.25,169000.0
2345,智邦,2.22,146000.0
2382,廣達,2.22,1211000.0
2385,群光,2.18,2811000.0
