股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,0,0.0,0.0,川湖,3.47,358000.0,-358000.0,減碼
3037,欣興,4.73,2902000.0,欣興,3.77,2302000.0,600000.0,加碼
6223,旺矽,4.16,339000.0,0,0.0,0.0,339000.0,加碼
