股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3017,奇鋐,4.78,5141000.0,奇鋐,4.55,5041000.0,100000.0,加碼
3037,欣興,4.64,12466000.0,0,0.0,0.0,12466000.0,加碼
3665,0,0.0,0.0,貿聯-KY,3.93,4703848.0,-4703848.0,減碼
