股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2345,智邦,3.92,821000.0,智邦,4.11,857000.0,-36000.0,減碼
2454,聯發科,3.73,570000.0,聯發科,3.6,569000.0,1000.0,加碼
6669,緯穎,3.71,373000.0,緯穎,4.42,451000.0,-78000.0,減碼
