股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.6642,1794000
2454,聯發科技,6.7656,736000
3105,穩懋,5.4738,5709000
6139,亞翔,5.3384,3721000
6669,緯穎科技服務,4.9917,1136225
2059,川湖科技,4.3996,180000
6531,愛普科技,3.9285,2040000
6223,旺矽科技,3.4886,307000
2360,致茂電子,3.4777,820000
3491,昇達科,3.448,1180000
2383,台光電,3.2091,311000
3008,大立光,3.1832,252000
4958,臻鼎-KY,3.1625,3158000
3017,奇鋐科技,2.3967,372000
2345,智邦科技,2.3186,621000
6488,環球晶,2.0706,1089000
2395,研華,2.0506,1454000
2301,光寶科技,1.8155,3230000
2455,全新,1.6062,1537000
2303,聯電,1.4825,5145000
3231,緯創資通,1.3591,3660000
6214,精誠,1.341,3460000
5274,信驊科技,1.3295,35900
5483,中美晶,1.2798,3437000
2376,技嘉,1.2422,1749000
5425,台半,1.2317,6403000
6274,台燿,1.2088,421000
2428,興勤電子工業,1.1777,2285000
3711,日月光投資控股,1.1122,906000
3265,台星科股份有限公司,1.1075,3369000
3090,日電貿,1.0955,3302000
3583,辛耘,1.0756,790000
6239,力成科技,1.0639,1910000
2478,大毅,1.0616,4360000
2467,志聖,1.0531,1000000
2377,微星,1.0503,3372000
8996,高力熱處理工業,1.0077,382000
6472,保瑞,0.8628,1032000
5536,聖暉*,0.7746,455000
2486,一詮精密,0.7483,1607000
3529,力旺電子,0.5095,93000
6672,騰輝電子-KY,0.3269,530000
6196,帆宣,0.3213,304000
6640,均華,0.319,141000
2885,元大金,0.3117,2213556
2476,鉅祥,0.3054,1281000
3617,碩天,0.2845,577000
8070,長華*,0.279,2792000
6213,聯茂,0.1897,170000
6446,藥華醫藥,0.1026,42000
6177,達麗,0.0184,194350
3443,創意,0.0125,1000
4441,振大環球,0.0013,4000
8358,金居,0.001,1000
1519,華城電機,0.0009,660
2886,兆豐金,0.0001,1000
2881,富邦金融控股,0.0,250
