股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.81,308000
2059,川湖科技,5.12,69000
2383,台光電,4.07,99000
2454,聯發科技,4.04,129000
3711,日月光投資控股,3.31,712000
3653,健策,3.23,95000
7769,鴻勁精密,3.17,62000
2308,台達電,3.07,237000
2368,金像電,2.06,280000
6223,旺矽科技,2.06,42000
2408,南亞科技,2.05,587000
2886,兆豐金,2.0,4985000
6515,穎崴科技,1.94,36000
2345,智邦科技,1.93,103000
3081,聯亞,1.7,100700
2887,台新新光金,1.65,5894360
6669,緯穎科技服務,1.65,34000
2885,元大金,1.59,2926000
2357,華碩,1.59,242000
2892,第一金融控股,1.56,5556000
3037,欣興,1.48,195000
2880,華南金控,1.41,4114800
5274,信驊科技,1.38,11000
6805,富世達,1.32,105000
2360,致茂電子,1.3,88000
9941,裕融企業,1.27,1967000
5534,長虹建設,1.27,2069000
6274,台燿,1.26,109000
2395,研華,1.25,251000
2890,永豐金融,1.25,4017780
3017,奇鋐科技,1.2,56000
3665,貿聯-KY,1.2,65000
3706,神達投資控股,1.18,1633000
2393,億光電子工業,1.15,2419000
2727,王品餐飲,1.14,647000
3702,大聯大,1.09,1079000
6121,新 普,1.07,366000
2382,廣達電腦,1.06,443500
8210,勤誠興業,1.03,112000
2451,創見,1.01,457000
3293,鈊象電子,1.0,164000
5904,寶雅國際,1.0,177000
5439,高技,0.99,560000
4904,遠傳電信,0.97,1226000
2884,玉山金融控股,0.95,3184000
4746,台耀化學,0.94,2276000
9939,宏全國際,0.93,886000
3026,禾伸堂,0.91,213000
2441,超豐,0.87,941000
6435,大中,0.87,437000
6138,茂達電子,0.84,368000
9945,潤泰創新國際,0.82,3964000
2204,中華,0.8,1981000
5434,崇越,0.79,198000
3227,原相,0.76,460000
9958,世紀鋼鐵結構,0.74,886000
9938,台灣百和工業,0.7,2103000
4551,智伸科,0.52,398000
6782,視陽,0.43,277000
3090,日電貿,0.42,363000
9802,鈺齊國際,0.4,728000
2618,長榮航,0.33,956000
6768,志強國際企業,0.26,502000
6670,復盛應用科技,0.25,122000
