股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.63,12134000
2383,台光電,8.53,4863000
2454,聯發科技,7.11,5448000
3037,欣興,6.46,20210000
6669,緯穎科技服務,5.53,2708000
3017,奇鋐科技,5.41,5801000
6223,旺矽科技,4.99,2443000
2345,智邦科技,4.76,6419000
2327,國巨*,4.6,25437000
2308,台達電,3.7,6706000
3653,健策,3.48,2375000
8046,南電,3.44,9519000
3711,日月光投資控股,3.42,17439000
2303,聯電,3.41,87718000
3665,貿聯-KY,3.4,4616848
6274,台燿,2.65,5499000
5274,信驊科技,2.49,454900
2368,金像電,1.64,5000000
6805,富世達,1.15,2053000
8210,勤誠興業,0.93,2497000
2449,京元電子,0.92,11295450
6187,萬潤,0.5,1334000
2360,致茂電子,0.39,572000
4979,華星光,0.31,1874000
1590,亞德客-KY,0.27,528000
4958,臻鼎-KY,0.27,1682000
8996,高力熱處理工業,0.25,712000
6510,精測,0.24,261000
6278,台表科,0.17,3250000
6271,同欣電,0.14,2224000
2408,南亞科技,0.14,940000
6191,精成科,0.11,3988000
3376,新日興,0.11,1741000
3264,欣銓科技,0.1,1508000
6515,穎崴科技,0.05,23000
4966,譜瑞-KY,0.03,140000
2002,中鋼,0.03,5163000
8358,金居,0.0,1000
3661,世芯-KY,0.0,1000
3443,創意,0.0,1000
2439,美律,0.0,1000
3008,大立光,0.0,1000
2382,廣達電腦,0.0,1000
3533,嘉澤端子工業,0.0,1000
6488,環球晶,0.0,1000
2313,華通,0.0,1000
8150,南茂科技,0.0,1000
2317,鴻海精密工業,0.0,1000
5347,世界先進,0.0,1000
2481,強茂,0.0,5000
