股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.88,1761000.0
2383,台光電,4.87,536000.0
3037,欣興,4.73,2902000.0
6669,緯穎,4.73,465000.0
2345,智邦,4.57,916000.0
6223,旺矽,4.16,339000.0
8299,群聯,3.89,711000.0
3661,世芯-KY,3.61,393000.0
8996,高力,3.53,1689000.0
3443,創意,3.41,360000.0
