股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,9.62,11359000.0
2383,台光電,8.38,4605000.0
2345,智邦,5.85,6231000.0
2454,聯發科,5.6,4463000.0
2308,台達電,5.49,6572000.0
3665,貿聯-KY,4.8,4703848.0
8046,南電,4.4,12658000.0
2368,金像電,4.39,8260000.0
3017,奇鋐,3.61,4082000.0
6223,旺矽,3.55,1922000.0
