股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,10.28,11657000.0
2383,台光電,8.38,4723000.0
2345,智邦,5.92,6231000.0
2454,聯發科,5.56,4263000.0
2308,台達電,5.08,6572000.0
6223,旺矽,4.97,2169000.0
3017,奇鋐,4.65,4925000.0
6669,緯穎,4.55,2294000.0
8046,南電,4.23,12658000.0
2327,國巨*,3.84,18313000.0
