股票代號,股票名稱,權重(%),持有股數
5536,聖暉*,9.8293,3716000
2330,台積電,8.9194,1967000
2454,聯發科技,6.5163,857000
6139,亞翔,5.2689,3067000
6223,旺矽科技,3.8792,307000
2345,智邦科技,3.8711,794000
4958,臻鼎-KY,3.3587,3147000
2360,致茂電子,3.3071,823000
2383,台光電,3.29,326000
3105,穩懋,3.2151,4143000
6488,環球晶,2.7905,1134000
6669,緯穎科技服務,2.7564,297000
2303,聯電,2.7297,8921000
2059,川湖科技,2.626,183000
6257,矽格,2.3284,4627000
3491,昇達科,2.3172,967000
3264,欣銓科技,2.1924,4628000
3017,奇鋐科技,2.0031,407000
3583,辛耘,1.7516,1105000
2472,立隆電子工業,1.7483,2342000
2467,志聖,1.7374,1439000
2327,國巨*,1.5635,844000
1785,光洋科,1.5384,5455000
3008,大立光,1.5167,199000
2377,微星,1.4809,5638000
2316,楠梓電,1.3437,3375000
8016,矽創,1.3371,2185000
6274,台燿,1.31,436000
3711,日月光投資控股,1.2466,996000
6531,愛普科技,1.2204,694000
7769,鴻勁精密,1.1406,91000
3702,大聯大,1.0827,5340000
8996,高力熱處理工業,0.9876,376000
6147,頎邦,0.9199,2300000
3036,文曄,0.9159,2269000
2368,金像電,0.8716,386000
6278,台表科,0.8088,2167000
2376,技嘉,0.655,1056000
6239,力成科技,0.4445,700000
2351,順德,0.3782,900000
6805,富世達,0.3501,121000
5274,信驊科技,0.2699,9000
2885,元大金,0.2665,2114420
2451,創見,0.2587,519000
6187,萬潤,0.1736,91000
3376,新日興,0.1316,359000
6177,達麗,0.0165,194350
3443,創意,0.0084,1000
8046,南電,0.0019,1000
4441,振大環球,0.0014,4000
8358,金居,0.001,1000
1519,華城電機,0.0008,600
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金融控股,0.0,250
