股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2330,台積電,8.32,1937000.0,台積電,8.41,1860000.0,77000.0,加碼
2345,智邦,4.21,880000.0,智邦,4.24,849000.0,31000.0,加碼
2383,台光電,4.99,572000.0,台光電,5.05,548000.0,24000.0,加碼
3264,欣銓,4.12,9348000.0,欣銓,4.06,9012000.0,336000.0,加碼
