股票代號,股票名稱,權重(%),持有股數
2330,台積電,4.95,265000
2059,川湖科技,4.38,50000
2383,台光電,4.09,99000
2454,聯發科技,3.96,129000
2886,兆豐金,3.7,9222000
3711,日月光投資控股,3.28,712000
2308,台達電,3.08,237000
2892,第一金融控股,3.04,10857000
2880,華南金控,2.7,7723800
3653,健策,2.59,75000
7769,鴻勁精密,2.54,51000
2368,金像電,2.17,280000
6515,穎崴科技,1.92,36000
3081,聯亞,1.83,100700
2345,智邦科技,1.8,103000
2408,南亞科技,1.75,487000
2887,台新新光金,1.63,5894360
6669,緯穎科技服務,1.63,34000
6223,旺矽科技,1.63,34000
2885,元大金,1.56,2926000
2357,華碩,1.56,242000
3706,神達投資控股,1.53,2114000
6805,富世達,1.51,115000
9941,裕融企業,1.51,2270000
3037,欣興,1.47,195000
5274,信驊科技,1.42,11000
2360,致茂電子,1.41,88000
5534,長虹建設,1.28,2069000
2395,研華,1.25,251000
6274,台燿,1.24,109000
2890,永豐金融,1.23,4017780
3017,奇鋐科技,1.23,56000
2727,王品餐飲,1.2,647000
3702,大聯大,1.2,1245000
2393,億光電子工業,1.16,2419000
2441,超豐,1.13,1219000
3665,貿聯-KY,1.13,65000
6121,新 普,1.08,366000
2451,創見,1.07,457000
5439,高技,1.06,560000
2382,廣達電腦,1.04,443500
3293,鈊象電子,1.03,164000
9939,宏全國際,1.01,886000
5904,寶雅國際,1.0,177000
4904,遠傳電信,0.99,1226000
8210,勤誠興業,0.98,112000
4746,台耀化學,0.97,2276000
2884,玉山金融控股,0.96,3184000
3026,禾伸堂,0.9,213000
6435,大中,0.87,437000
9945,潤泰創新國際,0.84,3964000
6138,茂達電子,0.8,368000
9958,世紀鋼鐵結構,0.79,886000
5434,崇越,0.78,198000
3227,原相,0.74,460000
4551,智伸科,0.53,398000
6782,視陽,0.48,277000
9938,台灣百和工業,0.45,1346000
3090,日電貿,0.43,363000
2618,長榮航,0.33,956000
9802,鈺齊國際,0.2,357000
6768,志強國際企業,0.13,246000
2204,中華,0.12,297000
