股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,0,0.0,0.0,川湖,3.28,358000.0,-358000.0,減碼
2454,聯發科,3.58,412000.0,0,0.0,0.0,412000.0,加碼
3105,穩懋,3.16,3033000.0,穩懋,3.59,3433000.0,-400000.0,減碼
