股票代號,股票名稱,權重(%),持有股數
2330,台積電,10.3494,1967000
5536,聖暉*,8.1978,3792000
2454,聯發科技,6.847,887000
6669,緯穎科技服務,4.9575,424000
6139,亞翔,4.9481,3225000
2345,智邦科技,3.8369,831000
2360,致茂電子,3.8147,837000
6223,旺矽科技,3.5162,307000
2383,台光電,3.4287,333000
2059,川湖科技,3.1519,185000
4958,臻鼎-KY,2.8513,3178000
3105,穩懋,2.7025,4226000
2303,聯電,2.4295,9256000
3008,大立光,2.1984,248000
3491,昇達科,2.176,988000
6488,環球晶,2.1312,1148000
3017,奇鋐科技,2.0491,407000
6257,矽格,1.9971,4824000
2377,微星,1.8598,5731000
3264,欣銓科技,1.8363,4780000
6531,愛普科技,1.6511,1140000
3583,辛耘,1.6427,1159000
2467,志聖,1.593,1507000
3702,大聯大,1.4298,5680000
8016,矽創,1.3797,2272000
7769,鴻勁精密,1.2739,95000
3711,日月光投資控股,1.2435,1032000
2472,立隆電子工業,1.1543,2383000
6274,台燿,1.1038,458000
2316,楠梓電,1.0901,3528000
3036,文曄,1.0526,2404000
5274,信驊科技,0.9736,30900
1785,光洋科,0.9707,4500000
2327,國巨*,0.9193,844000
2376,技嘉,0.8162,1074000
6278,台表科,0.7196,2311000
8996,高力熱處理工業,0.7091,382000
2351,順德,0.552,1733000
3529,力旺電子,0.5081,93000
6239,力成科技,0.3634,710000
2451,創見,0.3408,530000
2885,元大金,0.3204,2128420
6187,萬潤,0.1834,91000
3231,緯創資通,0.1145,300000
6177,達麗,0.022,194350
3443,創意,0.0082,1000
6831,邁科科技,0.0045,4000
2368,金像電,0.0034,2000
8046,南電,0.0019,1000
4441,振大環球,0.0016,4000
1519,華城電機,0.0009,600
8358,金居,0.0006,1000
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0001,1000
2881,富邦金融控股,0.0,250
