股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.76,506000.0
2308,台達電,4.06,347000.0
2357,華碩,3.02,773000.0
2383,台光電,2.69,100000.0
1477,聚陽,2.66,2041000.0
2618,長榮航,2.33,11135000.0
2385,群光,2.25,2867000.0
2360,致茂,2.17,172000.0
2382,廣達,2.15,1211000.0
7769,鴻勁,2.13,50000.0
