股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2345,智邦,3.85,816000.0,智邦,3.84,831000.0,-15000.0,減碼
2360,致茂,3.94,835000.0,致茂,3.81,851000.0,-16000.0,減碼
2454,聯發科,7.29,873000.0,聯發科,6.88,890000.0,-17000.0,減碼
3105,穩懋,4.07,4039000.0,穩懋,4.07,4118000.0,-79000.0,減碼
3264,欣銓,3.79,9176000.0,欣銓,3.81,9348000.0,-172000.0,減碼
5536,聖暉*,7.59,3804000.0,聖暉*,6.69,3872000.0,-68000.0,減碼
6223,旺矽,3.59,312000.0,旺矽,3.59,318000.0,-6000.0,減碼
