股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.01,265000
2383,台光電,4.33,99000
2886,兆豐金,4.04,10357000
3711,日月光投資控股,3.54,712000
2059,川湖科技,3.5,36000
2454,聯發科技,3.4,107000
2308,台達電,3.38,237000
2892,第一金融控股,3.22,12465000
2880,華南金控,2.99,8658800
7769,鴻勁精密,2.56,51000
3653,健策,2.41,75000
3081,聯亞,1.97,100700
2408,南亞科技,1.88,487000
2345,智邦科技,1.74,103000
6223,旺矽科技,1.7,34000
2368,金像電,1.67,219000
2887,台新新光金,1.66,5894360
6805,富世達,1.63,115000
2357,華碩,1.6,242000
6669,緯穎科技服務,1.59,34000
2885,元大金,1.58,2926000
3037,欣興,1.53,195000
6515,穎崴科技,1.53,28000
9941,裕融企業,1.53,2270000
3706,神達投資控股,1.5,2114000
2360,致茂電子,1.45,88000
5274,信驊科技,1.43,11000
6274,台燿,1.38,109000
2395,研華,1.31,251000
5534,長虹建設,1.27,2069000
6121,新 普,1.26,366000
2890,永豐金融,1.24,4017780
3702,大聯大,1.23,1245000
2393,億光電子工業,1.23,2419000
3017,奇鋐科技,1.22,56000
5904,寶雅國際,1.22,1770000
2727,王品餐飲,1.21,647000
2441,超豐,1.19,1219000
3665,貿聯-KY,1.13,65000
2382,廣達電腦,1.11,443500
3026,禾伸堂,1.09,213000
5439,高技,1.06,560000
3293,鈊象電子,1.04,164000
2451,創見,1.03,457000
4746,台耀化學,0.99,2276000
4904,遠傳電信,0.98,1226000
9939,宏全國際,0.95,886000
2884,玉山金融控股,0.93,3184000
8210,勤誠興業,0.9,112000
6435,大中,0.9,437000
9945,潤泰創新國際,0.85,3964000
6138,茂達電子,0.84,368000
5434,崇越,0.82,198000
9958,世紀鋼鐵結構,0.79,886000
3227,原相,0.76,460000
3090,日電貿,0.5,363000
4551,智伸科,0.49,398000
6782,視陽,0.46,277000
2618,長榮航,0.32,956000
9938,台灣百和工業,0.18,538000
