股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.81,484000.0
2308,台達電,4.91,340000.0
2357,華碩,3.69,739000.0
2383,台光電,2.88,95000.0
1477,聚陽,2.59,1951000.0
2382,廣達,2.57,1157000.0
2360,致茂,2.54,165000.0
2618,長榮航,2.4,10641000.0
2317,鴻海,2.35,1342000.0
2385,群光,2.32,2740000.0
