股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2383,台光電,6.34,636000.0,台光電,5.34,536000.0,100000.0,加碼
3017,奇鋐,3.38,651000.0,0,0.0,0.0,651000.0,加碼
3105,0,0.0,0.0,穩懋,3.16,3033000.0,-3033000.0,減碼
