股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,9.44,11657000.0
2383,台光電,9.12,4723000.0
2454,聯發科,6.35,4263000.0
2345,智邦,5.55,6231000.0
2308,台達電,5.28,6572000.0
6223,旺矽,4.72,2169000.0
6669,緯穎,4.61,2344000.0
3017,奇鋐,4.55,5041000.0
2327,國巨*,4.44,18313000.0
3665,貿聯-KY,3.93,4703848.0
