股票代號,股票名稱,權重(%),持有股數
2330,台積電,6.99,484000
2308,台達電,4.68,332000
2357,華碩,3.68,721000
2383,台光電,2.94,93000
2382,廣達電腦,2.75,1129000
2618,長榮航,2.48,10383000
1319,東陽,2.45,3570000
2385,群光,2.44,2740000
8454,富邦媒體科技,2.35,816000
2360,致茂電子,2.28,161000
2317,鴻海精密工業,2.21,1310000
1477,聚陽實業,2.13,1498000
2368,金像電,2.08,229000
2345,智邦科技,2.06,136000
7769,鴻勁精密,2.06,47000
2408,南亞科技,1.93,906000
9910,豐泰,1.81,3009000
3017,奇鋐科技,1.8,119000
6669,緯穎科技服務,1.78,55000
8210,勤誠興業,1.77,191000
2059,川湖科技,1.75,43000
5274,信驊科技,1.73,16000
3592,瑞鼎科技,1.67,1015000
6121,新 普,1.65,638000
3665,貿聯-KY,1.6,116000
4915,致伸科技,1.6,3320000
2344,華邦電子,1.55,1622000
2393,億光電子工業,1.53,3477000
6223,旺矽科技,1.44,39000
3711,日月光投資控股,1.25,362000
3090,日電貿,1.25,920000
6515,穎崴科技,1.2,23000
9941,裕融企業,1.18,2133000
6274,台燿,1.17,122000
3526,凡甲科技,1.16,557000
6670,復盛應用科技,1.12,624000
5534,長虹建設,1.11,2069000
8299,群聯電子,1.1,80000
9938,台灣百和工業,1.01,3414000
2727,王品餐飲,1.01,647000
6805,富世達,1.0,89000
2347,聯強,0.98,1668000
3653,健策,0.97,40000
2204,中華,0.95,2641000
8112,至上電子,0.94,1591000
2454,聯發科技,0.9,34000
2548,華固建設,0.9,1336000
6768,志強國際企業,0.89,1471000
3045,台灣大哥,0.84,1117000
4904,遠傳電信,0.84,1226000
9907,統一實,0.83,7756000
2731,雄獅旅行社,0.78,784000
4746,台耀化學,0.74,2227000
9802,鈺齊國際,0.67,1285000
3227,原相,0.62,460000
4105,台灣東洋藥品工業,0.58,1204000
9939,宏全國際,0.54,647000
9958,世紀鋼鐵結構,0.45,626000
6146,耕興,0.4,294000
6782,視陽,0.3,243000
1215,台灣卜蜂企業,0.18,240000
