股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,8.4201,260000
3017,奇鋐科技,7.6169,1001000
2330,台積電,7.1576,1306000
3037,欣興,6.2392,2482000
3665,貿聯-KY,5.9422,1161000
2383,台光電,5.7814,465000
3008,大立光,5.488,343000
2345,智邦科技,5.1686,1074000
8996,高力熱處理工業,4.6696,1630000
6584,南俊國際,3.4458,2231000
1815,富喬工業,3.0914,10877000
6223,旺矽科技,3.0529,268000
3231,緯創資通,2.9205,7245000
8021,尖點,2.7575,2682000
1303,南亞,2.719,5445000
2455,全新,2.7058,2753000
2454,聯發科技,2.4006,266000
3443,創意,2.234,164000
3661,世芯-KY,1.9792,215000
3189,景碩科技,1.7183,844013
2308,台達電,1.5831,382000
6669,緯穎科技服務,1.2555,77000
4958,臻鼎-KY,1.0881,1000000
3711,日月光投資控股,1.0069,716000
8046,南電,0.8424,300000
6213,聯茂,0.4916,373000
2301,光寶科技,0.4738,659000
3081,聯亞,0.4715,63000
6139,亞翔,0.4387,250000
3026,禾伸堂,0.4385,261000
3653,健策,0.4323,33000
2357,華碩,0.4283,196000
6187,萬潤,0.4142,134000
2376,技嘉,0.4015,508000
8150,南茂科技,0.401,1957000
5274,信驊科技,0.3893,11000
6274,台燿,0.3813,113000
2404,漢唐,0.3773,155000
2360,致茂電子,0.3459,76000
5289,宜鼎國際,0.3327,99952
5347,世界先進,0.2179,629000
