股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,9.78,11359000.0
2383,台光電,8.22,4605000.0
2454,聯發科,6.09,4463000.0
2345,智邦,5.56,6231000.0
2308,台達電,5.44,6572000.0
3665,貿聯-KY,4.86,4703848.0
2368,金像電,4.13,8260000.0
8046,南電,4.06,12658000.0
6669,緯穎,4.0,2047000.0
6223,旺矽,3.88,2054000.0
