股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.5777,1706000
2383,台光電,6.2013,563000
2345,智邦科技,5.1519,977000
3665,貿聯-KY,4.5888,955000
8996,高力熱處理工業,4.434,1630000
3017,奇鋐科技,4.257,809000
6223,旺矽科技,4.1941,326000
2059,川湖科技,4.1615,293000
3037,欣興,4.1333,2097000
2454,聯發科技,3.7613,406000
2368,金像電,2.992,945000
6584,南俊國際,2.9534,2204000
6187,萬潤,2.897,1220000
2327,國巨*,2.8597,1566000
3443,創意,2.791,311000
6515,穎崴科技,2.6268,145000
6669,緯穎科技服務,2.5749,228000
3661,世芯-KY,2.3601,262000
2455,全新,2.1822,2753000
8299,群聯電子,2.1382,445000
3105,穩懋,2.0772,1949000
3711,日月光投資控股,1.9577,1629000
3653,健策,1.8132,214000
2308,台達電,1.6874,344000
6274,台燿,1.4749,441000
7769,鴻勁精密,1.3878,91000
8046,南電,1.3559,718000
7751,竑騰,1.1622,375000
3008,大立光,1.151,125000
5274,信驊科技,1.0889,29000
3583,辛耘,0.9919,566000
2360,致茂電子,0.9855,200000
3189,景碩科技,0.6475,440013
8021,尖點,0.6211,501000
3363,上詮,0.4996,300000
6805,富世達,0.4265,109000
7734,印能科技,0.4145,56000
6139,亞翔,0.4108,250000
2337,旺宏,0.4042,1343000
5289,宜鼎國際,0.3922,98000
3260,威剛科技,0.3113,358000
3491,昇達科,0.0036,1000
